index,op,Cin,Hin,Win,stride,kw,kh,Cout,Hout,Wout,MAC
893,OP_49,1,1,1,1,1,1,32,1,384,0
894,Reshape,32,1,384,1,1,1,32,1,1,0
895,Reshape,32,1,384,1,1,1,32,1,1,0
896,Reshape,32,1,384,1,1,1,32,1,1,0
897,Reshape,32,1,384,1,1,1,32,1,1,0
898,Transpose,32,1,1,1,1,1,384,1,1,0
899,FullyConnected,384,1,384,1,1,1,32,1,1,12288
900,Transpose,32,1,1,1,1,1,384,1,1,0
901,FullyConnected,384,1,384,1,1,1,32,1,1,12288
902,Transpose,32,1,1,1,1,1,384,1,1,0
903,FullyConnected,384,1,384,1,1,1,32,1,1,12288
904,Transpose,32,1,1,1,1,1,384,1,1,0
