index,op,Cin,Hin,Win,stride,kw,kh,Cout,Hout,Wout,MAC
1160,Tanh,256,1,1,1,1,1,256,1,1,0
1161,Mul,256,1,1,1,1,1,256,1,1,0
1162,Add,256,1,1,1,1,1,256,1,1,0
1163,Tanh,256,1,1,1,1,1,256,1,1,0
1164,Mul,256,1,1,1,1,1,256,1,1,0
1165,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1166,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1167,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1168,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1169,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1170,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1171,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1172,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1173,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1174,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1175,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1176,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1177,Add,1024,1,1,1,1,1,1024,1,1,0
1178,Add,1024,1,1,1,1,1,1024,1,1,0
1179,OP_49,1,1,1,1,1,1,256,1,1,0
1180,Sigmoid,256,1,1,1,1,1,256,1,1,0
1181,Sigmoid,256,1,1,1,1,1,256,1,1,0
1182,Mul,256,1,1,1,1,1,256,1,1,0
1183,Sigmoid,256,1,1,1,1,1,256,1,1,0
1184,Tanh,256,1,1,1,1,1,256,1,1,0
1185,Mul,256,1,1,1,1,1,256,1,1,0
1186,Add,256,1,1,1,1,1,256,1,1,0
1187,Tanh,256,1,1,1,1,1,256,1,1,0
1188,Mul,256,1,1,1,1,1,256,1,1,0
1189,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1190,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1191,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1192,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1193,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1194,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1195,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1196,Add,1024,1,1,1,1,1,1024,1,1,0
1197,Add,1024,1,1,1,1,1,1024,1,1,0
1198,OP_49,1,1,1,1,1,1,256,1,1,0
1199,Sigmoid,256,1,1,1,1,1,256,1,1,0
1200,Sigmoid,256,1,1,1,1,1,256,1,1,0
1201,Mul,256,1,1,1,1,1,256,1,1,0
1202,Sigmoid,256,1,1,1,1,1,256,1,1,0
1203,Tanh,256,1,1,1,1,1,256,1,1,0
1204,Mul,256,1,1,1,1,1,256,1,1,0
1205,Add,256,1,1,1,1,1,256,1,1,0
1206,Tanh,256,1,1,1,1,1,256,1,1,0
1207,Mul,256,1,1,1,1,1,256,1,1,0
1208,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1209,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1210,Add,1024,1,1,1,1,1,1024,1,1,0
1211,Add,1024,1,1,1,1,1,1024,1,1,0
1212,OP_49,1,1,1,1,1,1,256,1,1,0
1213,Sigmoid,256,1,1,1,1,1,256,1,1,0
1214,Sigmoid,256,1,1,1,1,1,256,1,1,0
1215,Mul,256,1,1,1,1,1,256,1,1,0
1216,Sigmoid,256,1,1,1,1,1,256,1,1,0
1217,Tanh,256,1,1,1,1,1,256,1,1,0
1218,Mul,256,1,1,1,1,1,256,1,1,0
1219,Add,256,1,1,1,1,1,256,1,1,0
1220,Tanh,256,1,1,1,1,1,256,1,1,0
1221,Mul,256,1,1,1,1,1,256,1,1,0
1222,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1223,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1224,Add,1024,1,1,1,1,1,1024,1,1,0
1225,Add,1024,1,1,1,1,1,1024,1,1,0
1226,OP_49,1,1,1,1,1,1,256,1,1,0
1227,Sigmoid,256,1,1,1,1,1,256,1,1,0
1228,Sigmoid,256,1,1,1,1,1,256,1,1,0
1229,Mul,256,1,1,1,1,1,256,1,1,0
1230,Sigmoid,256,1,1,1,1,1,256,1,1,0
1231,Tanh,256,1,1,1,1,1,256,1,1,0
1232,Mul,256,1,1,1,1,1,256,1,1,0
1233,Add,256,1,1,1,1,1,256,1,1,0
1234,Tanh,256,1,1,1,1,1,256,1,1,0
1235,Mul,256,1,1,1,1,1,256,1,1,0
1236,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1237,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1238,Add,1024,1,1,1,1,1,1024,1,1,0
1239,Add,1024,1,1,1,1,1,1024,1,1,0
1240,OP_49,1,1,1,1,1,1,256,1,1,0
1241,Sigmoid,256,1,1,1,1,1,256,1,1,0
1242,Sigmoid,256,1,1,1,1,1,256,1,1,0
1243,Mul,256,1,1,1,1,1,256,1,1,0
1244,Sigmoid,256,1,1,1,1,1,256,1,1,0
1245,Tanh,256,1,1,1,1,1,256,1,1,0
1246,Mul,256,1,1,1,1,1,256,1,1,0
1247,Add,256,1,1,1,1,1,256,1,1,0
1248,Tanh,256,1,1,1,1,1,256,1,1,0
1249,Mul,256,1,1,1,1,1,256,1,1,0
1250,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1251,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1252,Add,1024,1,1,1,1,1,1024,1,1,0
1253,Add,1024,1,1,1,1,1,1024,1,1,0
1254,OP_49,1,1,1,1,1,1,256,1,1,0
1255,Sigmoid,256,1,1,1,1,1,256,1,1,0
1256,Sigmoid,256,1,1,1,1,1,256,1,1,0
1257,Mul,256,1,1,1,1,1,256,1,1,0
1258,Sigmoid,256,1,1,1,1,1,256,1,1,0
1259,Tanh,256,1,1,1,1,1,256,1,1,0
1260,Mul,256,1,1,1,1,1,256,1,1,0
1261,Add,256,1,1,1,1,1,256,1,1,0
1262,Tanh,256,1,1,1,1,1,256,1,1,0
1263,Mul,256,1,1,1,1,1,256,1,1,0
1264,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1265,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1266,Add,1024,1,1,1,1,1,1024,1,1,0
1267,Add,1024,1,1,1,1,1,1024,1,1,0
1268,OP_49,1,1,1,1,1,1,256,1,1,0
1269,Sigmoid,256,1,1,1,1,1,256,1,1,0
1270,Sigmoid,256,1,1,1,1,1,256,1,1,0
1271,Mul,256,1,1,1,1,1,256,1,1,0
1272,Sigmoid,256,1,1,1,1,1,256,1,1,0
1273,Tanh,256,1,1,1,1,1,256,1,1,0
1274,Mul,256,1,1,1,1,1,256,1,1,0
1275,Add,256,1,1,1,1,1,256,1,1,0
1276,Tanh,256,1,1,1,1,1,256,1,1,0
1277,Mul,256,1,1,1,1,1,256,1,1,0
1278,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1279,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
1280,Add,1024,1,1,1,1,1,1024,1,1,0
1281,Add,1024,1,1,1,1,1,1024,1,1,0
1282,OP_49,1,1,1,1,1,1,256,1,1,0
1283,Sigmoid,256,1,1,1,1,1,256,1,1,0
1284,Sigmoid,256,1,1,1,1,1,256,1,1,0
1285,Mul,256,1,1,1,1,1,256,1,1,0
1286,Sigmoid,256,1,1,1,1,1,256,1,1,0
1287,Tanh,256,1,1,1,1,1,256,1,1,0
1288,Mul,256,1,1,1,1,1,256,1,1,0
1289,Add,256,1,1,1,1,1,256,1,1,0
1290,Tanh,256,1,1,1,1,1,256,1,1,0
1291,Mul,256,1,1,1,1,1,256,1,1,0
1292,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1293,Add,1024,1,1,1,1,1,1024,1,1,0
1294,Add,1024,1,1,1,1,1,1024,1,1,0
1295,OP_49,1,1,1,1,1,1,256,1,1,0
1296,Sigmoid,256,1,1,1,1,1,256,1,1,0
1297,Sigmoid,256,1,1,1,1,1,256,1,1,0
1298,Mul,256,1,1,1,1,1,256,1,1,0
1299,Sigmoid,256,1,1,1,1,1,256,1,1,0
1300,Tanh,256,1,1,1,1,1,256,1,1,0
1301,Mul,256,1,1,1,1,1,256,1,1,0
1302,Add,256,1,1,1,1,1,256,1,1,0
1303,Tanh,256,1,1,1,1,1,256,1,1,0
1304,Mul,256,1,1,1,1,1,256,1,1,0
1305,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1306,Add,1024,1,1,1,1,1,1024,1,1,0
1307,Add,1024,1,1,1,1,1,1024,1,1,0
1308,OP_49,1,1,1,1,1,1,256,1,1,0
1309,Sigmoid,256,1,1,1,1,1,256,1,1,0
1310,Sigmoid,256,1,1,1,1,1,256,1,1,0
1311,Sigmoid,256,1,1,1,1,1,256,1,1,0
1312,Tanh,256,1,1,1,1,1,256,1,1,0
1313,Mul,256,1,1,1,1,1,256,1,1,0
1314,Mul,256,1,1,1,1,1,256,1,1,0
1315,Add,256,1,1,1,1,1,256,1,1,0
1316,Tanh,256,1,1,1,1,1,256,1,1,0
1317,Mul,256,1,1,1,1,1,256,1,1,0
1318,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1319,Add,1024,1,1,1,1,1,1024,1,1,0
1320,Add,1024,1,1,1,1,1,1024,1,1,0
1321,OP_49,1,1,1,1,1,1,256,1,1,0
1322,Sigmoid,256,1,1,1,1,1,256,1,1,0
1323,Sigmoid,256,1,1,1,1,1,256,1,1,0
1324,Sigmoid,256,1,1,1,1,1,256,1,1,0
1325,Tanh,256,1,1,1,1,1,256,1,1,0
1326,Mul,256,1,1,1,1,1,256,1,1,0
1327,Mul,256,1,1,1,1,1,256,1,1,0
1328,Add,256,1,1,1,1,1,256,1,1,0
1329,Tanh,256,1,1,1,1,1,256,1,1,0
1330,Mul,256,1,1,1,1,1,256,1,1,0
1331,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1332,Add,1024,1,1,1,1,1,1024,1,1,0
1333,Add,1024,1,1,1,1,1,1024,1,1,0
1334,OP_49,1,1,1,1,1,1,256,1,1,0
1335,Sigmoid,256,1,1,1,1,1,256,1,1,0
1336,Sigmoid,256,1,1,1,1,1,256,1,1,0
1337,Sigmoid,256,1,1,1,1,1,256,1,1,0
1338,Tanh,256,1,1,1,1,1,256,1,1,0
1339,Mul,256,1,1,1,1,1,256,1,1,0
1340,Mul,256,1,1,1,1,1,256,1,1,0
1341,Add,256,1,1,1,1,1,256,1,1,0
1342,Tanh,256,1,1,1,1,1,256,1,1,0
1343,Mul,256,1,1,1,1,1,256,1,1,0
1344,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1345,Add,1024,1,1,1,1,1,1024,1,1,0
1346,Add,1024,1,1,1,1,1,1024,1,1,0
1347,OP_49,1,1,1,1,1,1,256,1,1,0
1348,Sigmoid,256,1,1,1,1,1,256,1,1,0
1349,Sigmoid,256,1,1,1,1,1,256,1,1,0
1350,Sigmoid,256,1,1,1,1,1,256,1,1,0
1351,Tanh,256,1,1,1,1,1,256,1,1,0
1352,Mul,256,1,1,1,1,1,256,1,1,0
1353,Mul,256,1,1,1,1,1,256,1,1,0
1354,Add,256,1,1,1,1,1,256,1,1,0
1355,Tanh,256,1,1,1,1,1,256,1,1,0
1356,Mul,256,1,1,1,1,1,256,1,1,0
1357,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1358,Add,1024,1,1,1,1,1,1024,1,1,0
1359,Add,1024,1,1,1,1,1,1024,1,1,0
1360,OP_49,1,1,1,1,1,1,256,1,1,0
1361,Sigmoid,256,1,1,1,1,1,256,1,1,0
1362,Sigmoid,256,1,1,1,1,1,256,1,1,0
1363,Sigmoid,256,1,1,1,1,1,256,1,1,0
1364,Tanh,256,1,1,1,1,1,256,1,1,0
1365,Mul,256,1,1,1,1,1,256,1,1,0
1366,Mul,256,1,1,1,1,1,256,1,1,0
1367,Add,256,1,1,1,1,1,256,1,1,0
1368,Tanh,256,1,1,1,1,1,256,1,1,0
1369,Mul,256,1,1,1,1,1,256,1,1,0
1370,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1371,Add,1024,1,1,1,1,1,1024,1,1,0
1372,Add,1024,1,1,1,1,1,1024,1,1,0
1373,OP_49,1,1,1,1,1,1,256,1,1,0
1374,Sigmoid,256,1,1,1,1,1,256,1,1,0
1375,Sigmoid,256,1,1,1,1,1,256,1,1,0
1376,Sigmoid,256,1,1,1,1,1,256,1,1,0
1377,Tanh,256,1,1,1,1,1,256,1,1,0
1378,Mul,256,1,1,1,1,1,256,1,1,0
1379,Mul,256,1,1,1,1,1,256,1,1,0
1380,Add,256,1,1,1,1,1,256,1,1,0
1381,Tanh,256,1,1,1,1,1,256,1,1,0
1382,Mul,256,1,1,1,1,1,256,1,1,0
1383,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1384,Add,1024,1,1,1,1,1,1024,1,1,0
1385,Add,1024,1,1,1,1,1,1024,1,1,0
1386,OP_49,1,1,1,1,1,1,256,1,1,0
1387,Sigmoid,256,1,1,1,1,1,256,1,1,0
1388,Sigmoid,256,1,1,1,1,1,256,1,1,0
1389,Sigmoid,256,1,1,1,1,1,256,1,1,0
1390,Tanh,256,1,1,1,1,1,256,1,1,0
1391,Mul,256,1,1,1,1,1,256,1,1,0
1392,Mul,256,1,1,1,1,1,256,1,1,0
1393,Add,256,1,1,1,1,1,256,1,1,0
1394,Tanh,256,1,1,1,1,1,256,1,1,0
1395,Mul,256,1,1,1,1,1,256,1,1,0
1396,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1397,Add,1024,1,1,1,1,1,1024,1,1,0
1398,Add,1024,1,1,1,1,1,1024,1,1,0
1399,OP_49,1,1,1,1,1,1,256,1,1,0
1400,Sigmoid,256,1,1,1,1,1,256,1,1,0
1401,Sigmoid,256,1,1,1,1,1,256,1,1,0
1402,Sigmoid,256,1,1,1,1,1,256,1,1,0
1403,Tanh,256,1,1,1,1,1,256,1,1,0
1404,Mul,256,1,1,1,1,1,256,1,1,0
1405,Mul,256,1,1,1,1,1,256,1,1,0
1406,Add,256,1,1,1,1,1,256,1,1,0
1407,Tanh,256,1,1,1,1,1,256,1,1,0
1408,Mul,256,1,1,1,1,1,256,1,1,0
1409,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1410,Add,1024,1,1,1,1,1,1024,1,1,0
1411,Add,1024,1,1,1,1,1,1024,1,1,0
1412,OP_49,1,1,1,1,1,1,256,1,1,0
1413,Sigmoid,256,1,1,1,1,1,256,1,1,0
1414,Sigmoid,256,1,1,1,1,1,256,1,1,0
1415,Sigmoid,256,1,1,1,1,1,256,1,1,0
1416,Tanh,256,1,1,1,1,1,256,1,1,0
1417,Mul,256,1,1,1,1,1,256,1,1,0
1418,Mul,256,1,1,1,1,1,256,1,1,0
1419,Add,256,1,1,1,1,1,256,1,1,0
1420,Tanh,256,1,1,1,1,1,256,1,1,0
1421,Mul,256,1,1,1,1,1,256,1,1,0
1422,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1423,Add,1024,1,1,1,1,1,1024,1,1,0
1424,Add,1024,1,1,1,1,1,1024,1,1,0
1425,OP_49,1,1,1,1,1,1,256,1,1,0
1426,Sigmoid,256,1,1,1,1,1,256,1,1,0
1427,Sigmoid,256,1,1,1,1,1,256,1,1,0
1428,Sigmoid,256,1,1,1,1,1,256,1,1,0
1429,Tanh,256,1,1,1,1,1,256,1,1,0
1430,Mul,256,1,1,1,1,1,256,1,1,0
1431,Mul,256,1,1,1,1,1,256,1,1,0
1432,Add,256,1,1,1,1,1,256,1,1,0
1433,Tanh,256,1,1,1,1,1,256,1,1,0
1434,Mul,256,1,1,1,1,1,256,1,1,0
1435,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1436,Add,1024,1,1,1,1,1,1024,1,1,0
1437,Add,1024,1,1,1,1,1,1024,1,1,0
1438,OP_49,1,1,1,1,1,1,256,1,1,0
1439,Sigmoid,256,1,1,1,1,1,256,1,1,0
1440,Sigmoid,256,1,1,1,1,1,256,1,1,0
1441,Sigmoid,256,1,1,1,1,1,256,1,1,0
1442,Tanh,256,1,1,1,1,1,256,1,1,0
1443,Mul,256,1,1,1,1,1,256,1,1,0
1444,Mul,256,1,1,1,1,1,256,1,1,0
1445,Add,256,1,1,1,1,1,256,1,1,0
1446,Tanh,256,1,1,1,1,1,256,1,1,0
1447,Mul,256,1,1,1,1,1,256,1,1,0
1448,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1449,Add,1024,1,1,1,1,1,1024,1,1,0
1450,Add,1024,1,1,1,1,1,1024,1,1,0
1451,OP_49,1,1,1,1,1,1,256,1,1,0
1452,Sigmoid,256,1,1,1,1,1,256,1,1,0
1453,Sigmoid,256,1,1,1,1,1,256,1,1,0
1454,Sigmoid,256,1,1,1,1,1,256,1,1,0
1455,Tanh,256,1,1,1,1,1,256,1,1,0
1456,Mul,256,1,1,1,1,1,256,1,1,0
1457,Mul,256,1,1,1,1,1,256,1,1,0
1458,Add,256,1,1,1,1,1,256,1,1,0
1459,Tanh,256,1,1,1,1,1,256,1,1,0
1460,Mul,256,1,1,1,1,1,256,1,1,0
1461,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1462,Add,1024,1,1,1,1,1,1024,1,1,0
1463,Add,1024,1,1,1,1,1,1024,1,1,0
1464,OP_49,1,1,1,1,1,1,256,1,1,0
1465,Sigmoid,256,1,1,1,1,1,256,1,1,0
1466,Sigmoid,256,1,1,1,1,1,256,1,1,0
1467,Sigmoid,256,1,1,1,1,1,256,1,1,0
1468,Tanh,256,1,1,1,1,1,256,1,1,0
1469,Mul,256,1,1,1,1,1,256,1,1,0
1470,Mul,256,1,1,1,1,1,256,1,1,0
1471,Add,256,1,1,1,1,1,256,1,1,0
1472,Tanh,256,1,1,1,1,1,256,1,1,0
1473,Mul,256,1,1,1,1,1,256,1,1,0
1474,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
1475,Add,1024,1,1,1,1,1,1024,1,1,0
1476,Add,1024,1,1,1,1,1,1024,1,1,0
1477,OP_49,1,1,1,1,1,1,256,1,1,0
1478,Sigmoid,256,1,1,1,1,1,256,1,1,0
1479,Sigmoid,256,1,1,1,1,1,256,1,1,0
1480,Sigmoid,256,1,1,1,1,1,256,1,1,0
1481,Tanh,256,1,1,1,1,1,256,1,1,0
1482,Mul,256,1,1,1,1,1,256,1,1,0
1483,Mul,256,1,1,1,1,1,256,1,1,0
1484,Add,256,1,1,1,1,1,256,1,1,0
1485,Tanh,256,1,1,1,1,1,256,1,1,0
1486,Mul,256,1,1,1,1,1,256,1,1,0
1487,OP_83,256,1,1,1,1,1,256,25,1,0
1488,Concat,256,25,1,1,1,1,512,25,1,0
1489,FullyConnected,512,25,1,1,1,1,72,1,1,36864
1490,Reshape,72,1,1,1,1,1,1800,1,1,0
1491,OP_114,1800,1,1,1,1,1,1800,1,1,0
,TOTAL,,,,,,,,,,"3,761,522,688"
