index,op,Cin,Hin,Win,stride,kw,kh,Cout,Hout,Wout,MAC
154,Mul,2,26,26,1,1,1,2,26,26,0
155,Reshape,2,26,26,1,1,1,2,1,1,0
156,StridedSlice,255,26,26,1,1,1,2,26,26,0
157,OP_6,2,26,26,1,1,1,2,26,26,0
158,OP_47,2,26,26,1,1,1,2,26,26,0
159,Mul,2,26,26,1,1,1,2,26,26,0
160,OP_114,2,26,26,1,1,1,2,26,26,0
161,Reshape,2,26,26,1,1,1,2,1,1,0
162,Concat,2,1,1,1,1,1,2,1,1,0
163,StridedSlice,255,26,26,1,1,1,81,26,26,0
164,Sigmoid,81,26,26,1,1,1,81,26,26,0
165,StridedSlice,81,26,26,1,1,1,1,26,26,0
166,StridedSlice,81,26,26,1,1,1,80,26,26,0
167,Mul,1,26,26,1,1,1,80,26,26,0
168,Reshape,80,26,26,1,1,1,80,1,1,0
169,Concat,80,1,1,1,1,1,80,1,1,0
170,Concat,80,1,1,1,1,1,80,1,1,0
171,StridedSlice,255,26,26,1,1,1,2,26,26,0
172,Sigmoid,2,26,26,1,1,1,2,26,26,0
173,Mul,2,26,26,1,1,1,2,26,26,0
174,OP_41,2,26,26,1,1,1,2,26,26,0
175,Shortcut,2,26,26,1,0,0,2,26,26,1352
176,Mul,2,26,26,1,1,1,2,26,26,0
177,Reshape,2,26,26,1,1,1,2,1,1,0
178,Concat,2,1,1,1,1,1,2,1,1,0
179,Concat,2,1,1,1,1,1,4,1,1,0
180,Concat,4,1,1,1,1,1,4,1,1,0
,TOTAL,,,,,,,,,,"3,453,943,246"
